ValueDate,STTHH,VaR,SVaR,IRsensi,IRsensi1M,IRsensi1Y,IRSensi2Y,IRSensi1w,IRSensi10Y,IRSensi5y,BasisSensiByCurrencyByPillar[EUR][1W],BasisSensiByCurrencyByPillar[EUR][1M],BasisSensiByCurrencyByPillar[EUR][3M],BasisSensiByCurrencyByPillar[EUR][1Y],BasisSensiByCurrencyByPillar[EUR][10Y],STTHH_limMaxValue,VaR_limMaxValue,SVaR_limMaxValue,IRsensi_limMaxValue,IRsensi1M_limMaxValue,IRsensi1Y_limMaxValue,IRSensi2Y_limMaxValue,IRSensi1w_limMaxValue,IRSensi10Y_limMaxValue,IRSensi5y_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMaxValue,STTHH_limMinValue,VaR_limMinValue,SVaR_limMinValue,IRsensi_limMinValue,IRsensi1M_limMinValue,IRsensi1Y_limMinValue,IRSensi2Y_limMinValue,IRSensi1w_limMinValue,IRSensi10Y_limMinValue,IRSensi5y_limMinValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMinValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMinValue
2024-03-19,-7022,-47064,0,-95231,80528,-40981,-40338,20093,14979,93012,19782,31412,79527,-56336,20888,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-20,71325,-76169,0,-62997,32988,-11526,-26173,-99656,7046,40450,42886,-60822,-48740,4874,-30227,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-21,-38483,-37478,0,-28906,-93728,-38120,86279,-57685,17241,19783,81592,87104,-30288,62858,17961,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-22,94535,26209,0,23724,-61136,44221,-14641,41239,32771,-45205,-56744,-2172,13512,78190,-94763,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-23,89783,-30135,0,-11925,25350,-19221,47924,-93207,27132,87558,98465,-82266,-31181,72382,29260,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-24,-47476,15102,0,-19351,68778,85779,-86726,-54180,-18185,97969,-61434,51613,72139,-49623,31165,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-25,-13925,85805,0,-82075,20509,-2933,-46866,-17173,79774,-93055,-93886,98651,95953,-41454,14391,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-26,-94436,-866,0,44285,69608,80124,-4023,94940,55645,-76334,20893,-260,-56103,-63091,37577,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-27,98842,27745,0,20069,-36696,-82990,-15518,-7198,-21214,-92623,61504,93499,70347,-83688,73807,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-28,52734,-35910,0,-80771,25101,-20867,62179,-91375,31488,41479,-32982,97806,33557,96020,63521,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-29,47698,-55645,0,81774,18578,72126,54173,-29252,-61632,-6051,-94399,97342,72887,71641,53451,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-30,-93478,41126,0,-56597,65932,13893,74019,-79219,-641,-76605,-54879,15440,23043,85111,94206,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-31,49814,20748,0,-35640,-50194,-3682,75647,9447,-86825,-53903,6708,17954,43400,34567,78972,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-01,-4325,-35685,0,-92690,-93880,20077,-20526,10486,-75151,-62671,90372,-23417,58192,7515,35609,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-02,16563,5262,0,-38733,18748,-76441,72360,45343,32896,-34989,15521,-18308,-56135,-18502,54985,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-03,79627,98773,0,38825,-221,87263,-70674,-53580,-8767,-52464,63033,-16843,79535,68645,94747,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-04,69630,386,0,2825,50515,-20757,-97856,-35668,11607,-11309,-29959,14191,-44957,-50070,6283,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-05,96878,61390,0,-48938,78738,14690,54902,32185,33491,32701,-31065,-3865,-23617,35298,-75138,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-06,34190,-65284,0,93394,-15997,85990,5331,97186,-42318,32606,10030,94650,16551,8770,3078,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-07,-30198,-21060,0,1217,-4513,45679,84673,-1161,-25154,45894,19218,33487,2404,6927,99983,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-08,26645,92653,0,96903,82107,84856,-6530,-37320,-20791,-91799,55166,15694,-76970,-35144,-96941,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-09,74839,65990,0,-1949,-12914,39635,-22613,11470,-17833,50348,25001,-36942,38384,80432,-52615,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-10,-88729,89823,0,92316,73966,-21974,42654,39331,1975,52528,-95630,-47819,34729,6267,39084,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-11,-61847,-31194,0,-46708,52115,24650,-78486,-23261,92297,-87311,-42943,-81602,39993,-33917,-22944,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-12,-22371,-86237,0,74821,-66427,49531,3760,60974,-90612,-45411,-9780,-91836,-89283,43899,90795,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-13,-85867,50581,0,29025,-69396,-91702,-21466,48918,52113,-99127,97679,73985,-16154,15012,45070,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-14,40422,-76626,0,-16755,59229,-84826,-92679,-26605,-78272,-24621,14400,81303,-83663,-23936,-12564,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-15,81932,-94900,0,73750,-39623,-34062,92000,-73171,-60654,25540,21900,87783,96191,-99753,-83041,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-16,15642,-57817,0,69366,53719,18193,-58019,-76860,-20473,-30356,68191,-29236,-39319,1020,11887,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-17,91645,-73913,0,-48072,-5227,-15925,34726,60582,70179,-32961,-28487,-13130,90307,-16750,54614,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-18,39191,67965,0,98265,-34097,28277,94827,-82212,34424,-27587,54735,24138,80491,77187,-95134,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-19,97119,51356,0,-3778,-23179,-75995,-9809,-5024,88134,-39846,-65803,46950,79502,54463,-63796,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-20,2981,36039,0,66947,-56108,-48649,34432,-30018,10372,-91020,53992,39908,-22573,71012,-76126,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-21,-78950,96492,0,92353,-77792,-46387,-43155,69548,4364,-43007,-28778,38231,-96184,-4475,86496,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-22,-47070,50347,0,65253,-25320,-72828,21491,-36114,36626,-76119,61815,-63323,-61997,32111,-7706,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-23,-43160,21856,0,-59489,-55429,-57946,-865,79610,-87053,-23813,13267,-4142,-5088,36913,-98983,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-24,65773,-27253,0,-28922,4545,20471,-21032,39371,-92343,-44556,74359,93864,99393,41380,-92893,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-25,70906,97284,0,24813,-83306,-55024,48393,38144,-69767,71928,-19275,-31812,92628,-79875,1570,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-26,67618,27819,0,91589,11351,-83408,-71689,30878,58247,64473,39383,39236,77952,-59453,63531,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-27,-67890,-22932,0,16672,-16956,52224,-39762,-72525,51657,46394,1383,24499,-40612,88707,75079,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-28,25401,-68395,0,-67937,50017,59775,88093,-92333,96911,67837,-54048,-12056,-63344,74314,-65222,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-29,-31925,38024,0,-4320,83880,3927,-29247,-91693,32944,88563,66687,-83144,-41282,-24015,88759,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-30,9512,35446,0,21053,34725,44965,77368,1115,-11991,43123,41207,60154,47045,65405,-73904,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-01,-8989,7776,0,-97889,-91759,-14081,-52402,80776,-11327,-15714,-36966,-81265,68890,6214,10792,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-02,-53130,40299,0,-50505,28026,-55712,-88031,-37854,61028,24674,42542,57689,93083,-42036,43515,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-03,11004,-10278,0,51308,29730,26165,18675,39746,66012,-82008,-34870,63709,-7788,-65367,-80623,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-04,41483,-13733,0,-74645,-46974,46691,-75056,-64807,31327,73417,-70461,-44871,-10893,68517,96783,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-05,-21787,23731,0,-92330,-9239,-32019,-27717,-90060,54922,14731,15668,-82965,48095,-96069,-20745,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-06,95304,62735,0,-84610,-41309,-28026,-17362,59670,-4947,94776,53921,51450,40294,-7925,-61788,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-07,86229,-15483,0,3825,61472,-15867,-20520,13784,671,69789,24238,95728,60116,50703,81958,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-08,-94829,76201,0,80986,-18641,-75436,-41184,89630,-5138,26020,77675,-18372,-11295,42689,48281,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-09,-1188,-32475,0,-79275,-89580,-87695,90204,-52308,6097,27426,85903,-49078,73641,-54851,65544,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-10,9191,18277,0,-66914,42417,-57948,-72876,-41370,3789,-5193,47198,-46057,-34241,35056,66588,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-11,6746,28177,0,-57733,65649,84102,-73687,5434,68622,23931,-12717,-89284,-16438,57709,86010,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-12,3601,-88813,0,77586,90452,-88582,-53268,-10144,-68745,45989,21109,61141,-53996,-88218,63042,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-13,-91202,-14459,0,41696,24390,36761,-57906,77795,62571,54966,79179,574,77445,-86849,-56371,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-14,-77387,-8560,0,-79285,76870,42104,-40127,69197,-14823,-21560,-94622,-81204,78383,17935,-93109,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-15,-27718,65142,0,-71827,74030,-57458,78739,16963,26133,-7028,46704,-11119,-23364,-10530,-36035,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-16,-29372,-3827,0,-94219,-9086,48688,58936,47435,-76965,-34465,-95829,71632,-865,-47969,-43318,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-17,-50990,-94809,0,-85145,-69999,-28331,15265,25799,72615,25218,964,1937,8798,47506,-10818,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-18,-1447,16265,0,-12069,-29714,83331,83844,31134,-33920,-57349,88647,-59198,22392,65187,-73485,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-19,-10768,-18614,0,2441,-29497,-19611,53240,13375,48944,-56991,-96346,98789,95102,-82591,-2363,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
