ValueDate,stranaNodeName,STTHH,VaR,SVaR,IRsensi,IRsensi1M,IRsensi1Y,IRSensi2Y,IRSensi1w,IRSensi10Y,IRSensi5y,BasisSensiByCurrencyByPillar[EUR][1W],BasisSensiByCurrencyByPillar[EUR][1M],BasisSensiByCurrencyByPillar[EUR][3M],BasisSensiByCurrencyByPillar[EUR][1Y],BasisSensiByCurrencyByPillar[EUR][10Y],STTHH_limMaxValue,VaR_limmaxValue,SVaR_limMaxValue,IRsensi_limMaxValue,IRsensi1M_limMaxValue,IRsensi1Y_limMaxValue,IRSensi2Y_limMaxValue,IRSensi1w_limMaxValue,IRSensi10Y_limMaxValue,IRSensi5y_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMaxValue,STTHH_limMinValue,VaR_limMinValue,SVaR_limMinValue,IRsensi_limMinValue,IRsensi1M_limMinValue,IRsensi1Y_limMinValue,IRSensi2Y_limMinValue,IRSensi1w_limMinValue,IRSensi10Y_limminalue,IRSensi5y_limMinValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMinValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMinValue
2024-03-16,a,85382,95325,1.581818182,-19990,-16180,77231,59329,75342,-364,83372,46380,63527,-34261,-50733,-51596,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-17,a,77010,92487,1.6,34758,71356,75145,28092,10106,46422,45062,95153,40725,18267,74474,62659,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-18,a,53549,-57627,1.618181818,-23417,-72928,10516,-25484,9629,-8291,-49729,59256,-31989,-17424,-1091,15563,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-19,a,15763,-3646,1.636363636,6077,-69620,35488,-44866,65512,66159,-28651,75877,82297,-66324,-11961,55243,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-20,a,-65140,54965,1.654545455,-53241,67184,-9409,51923,87162,-36452,-78814,-98185,81130,-41952,-26889,87781,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-21,a,92615,-8821,1.672727273,-59032,56646,-88020,46647,81638,-94132,28435,42477,91494,-18987,-50240,-56337,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-22,a,34719,60590,1.690909091,19933,-95464,59660,-63000,-93890,88818,-14799,1744,-81812,-83825,-78362,17595,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-23,a,81169,56392,1.709090909,6240,67685,17475,65485,81018,-8939,82026,-31817,85408,54201,26600,-12209,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-24,a,-54732,-19695,1.727272727,89640,-77476,81186,-86148,-75995,90062,-49394,-31593,20981,27938,52805,55607,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-25,a,-39689,10181,1.745454545,75194,20628,-56821,-1961,79356,87819,56856,-75326,55565,19315,34689,-17090,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-26,a,93154,45421,1.763636364,81318,-93192,-88295,-56373,85635,48860,20756,26092,44240,30010,-10139,-31442,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-27,a,51129,33646,1.781818182,-71526,68322,-14245,82938,-4637,73937,-83873,50071,-93059,3152,91099,-20702,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-28,a,-99413,-94596,1.8,42954,80961,32473,61113,55744,56877,92298,9529,9942,-15787,-13292,-30656,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-29,a,-50301,77635,1.818181818,-42660,-39844,45201,-61940,-92327,64026,-32481,70436,37702,73961,-30443,92134,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-30,a,97264,37256,1.836363636,64773,-78048,-6149,17232,47068,81167,-94559,60717,-86258,59042,24247,-15863,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-03-31,a,-28687,-68713,1.854545455,77680,2957,12633,-25297,57377,-16905,-29635,-44511,-37063,13079,78956,54856,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-01,a,-16029,-92030,1.872727273,7613,68346,-91868,70531,-73596,53369,-311,-75013,17049,-5179,99213,-71252,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-02,a,19413,-35289,1.890909091,-61275,39012,34299,-71489,-25917,-14231,27429,38246,88297,-71955,40876,-97955,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-03,a,97448,-84324,1.909090909,72086,-2972,64514,18898,-41528,88799,-30385,28709,10619,13311,99882,4142,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-04,a,45016,-11275,1.927272727,3742,47823,41613,-640,-84392,-90404,11196,-63905,-97494,-8385,-8477,9303,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-05,a,-50517,33854,1.945454545,-68525,-39861,-35261,-40152,-37605,-19137,99001,-89205,-61875,77653,56513,73035,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-06,a,-58362,-97617,1.963636364,-54171,-42381,-21533,70465,55229,46725,-55608,65129,24082,16577,-36514,-51224,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-07,a,78819,-72677,1.981818182,-56535,59928,-25996,37901,-34724,59892,-43691,83439,-28859,-95669,-69120,-2188,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-08,a,-98075,-22602,2,-76510,87202,16425,-82111,52495,-62521,51035,-18859,77253,6088,81228,-25304,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-09,a,-42466,97015,2.018181818,64854,-58963,-63210,-76630,51111,42571,41465,-99827,33667,-91714,43990,34150,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-10,a,-26335,-86028,2.036363636,38736,6574,-66370,75380,-91047,-95836,-30407,-46384,-65877,-80898,-73527,71002,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-11,a,8037,69671,2.054545455,-61535,-79118,62202,-61339,-66170,96157,17859,-74067,91220,-63383,62315,43030,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-12,a,26127,4621,2.072727273,-75296,-12323,30521,89421,71602,28909,-96417,80188,20951,-70478,69472,-36102,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-13,a,-85849,83462,2.090909091,74540,-88931,82031,54674,96502,95955,82047,26385,-93905,-45238,-97889,-57803,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-14,a,57128,-26113,2.109090909,27232,-51317,79004,92077,15728,-36095,-64790,-21154,-98824,-42219,-78862,-80240,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-15,a,-69914,64027,2.127272727,85152,36096,-75747,-2143,3416,-61114,7595,-56786,-20530,-91137,-46810,-69083,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-16,a,-75196,-11645,2.145454545,31177,-85296,43921,-5941,-45720,77421,80574,-93286,-651,40085,19268,-39635,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-17,a,12245,-51150,2.163636364,78028,87871,25223,-7332,30293,92031,-57063,-3313,-31704,-55058,-44501,31481,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-18,a,-83651,21900,2.181818182,11182,-84994,97033,-79693,253,-30997,-15195,-95897,-20375,-48359,-72697,83171,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-19,a,7025,-59688,2.2,-93061,2058,-21383,-2210,-4976,-17280,-7077,-16514,-544,42972,-74955,67796,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-20,a,13106,-62185,2.218181818,-40394,-93988,62939,90920,-2461,20144,84625,-39699,-70770,-2526,82759,77508,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-21,a,37260,-33255,2.236363636,-5822,69105,-55057,-61491,85821,84149,-79750,-78459,-22598,73793,-36289,94215,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-22,a,74322,-62490,2.254545455,41660,-2518,-79925,-89426,-42342,23015,74696,55863,88600,62325,98495,84688,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-23,a,33057,51701,2.272727273,-25775,41472,31360,-18617,-43348,3528,69434,67144,69725,38954,97799,-26756,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-24,a,-59185,3144,2.290909091,-42913,-83451,-66843,-58375,-53276,93818,-48454,20824,11364,7429,86093,-79386,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-25,a,70152,58243,2.309090909,97395,-60486,-89314,-91802,26066,53015,-51155,-95647,86154,-34076,72522,-66109,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-26,a,-91859,10387,2.327272727,-64543,-25968,49033,-24942,88588,-74287,51324,28290,2510,7459,57024,26252,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-27,a,-91028,-61057,2.345454545,21884,-59615,46437,-80287,-87469,-30821,-34741,21762,71691,39915,37820,6001,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-28,a,-7104,-58025,2.363636364,72239,-93891,57212,7808,44591,-30377,285,40238,73741,-70496,-37179,-49890,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-29,a,97342,-86510,2.381818182,9444,-66168,-3502,9346,-41755,-34733,52851,-35581,-1321,22996,50904,-18628,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-04-30,a,25305,30574,2.4,17994,11607,-61657,15966,-66385,-97546,42587,-37624,51110,-85156,-13208,-83386,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-01,a,13824,72224,2.418181818,23900,977,3728,-5293,27696,-49417,-9285,-75221,-46887,-16333,-97266,88708,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-02,a,58722,-8494,2.436363636,-16494,53485,16271,65733,-67385,-91715,-40139,-74215,79485,-16573,1831,-33000,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-03,a,-79652,1796,2.454545455,-33615,99807,-27422,-39515,-35571,59635,78440,39357,8398,6065,61620,-45809,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-04,a,58097,66101,2.472727273,18243,58455,37304,-84702,89824,67986,40404,76340,77333,-56014,-5395,-49676,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-05,a,-27109,-87374,2.490909091,22844,-14405,54965,57641,99452,-94733,10325,-60680,8865,-83799,-16679,-51990,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-06,a,83681,-68222,2.509090909,84946,49946,47770,-28002,-39104,39605,-39966,53087,-81878,-34187,-63038,19694,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-07,a,47018,-40609,2.527272727,57624,-55167,-92302,7408,30930,-62245,30589,93221,-57182,-70225,-67729,63173,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-08,a,45343,95814,2.545454545,94217,-41018,-20581,23970,-9039,81289,97271,11576,43544,-88950,63,-15690,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-09,a,-11673,-44160,2.563636364,74595,-54988,-27777,88384,-56221,-33093,92667,36631,-29110,47071,-85089,-61713,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-10,a,92116,-20806,2.581818182,-87224,50014,11830,-38692,89763,-10480,96022,-11656,69342,-98281,72850,65932,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-11,a,-58181,-57442,2.6,49951,-4791,-96988,33430,68833,25950,-83001,-57415,-56711,-21780,-31140,359,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-12,a,99172,-78283,2.618181818,28649,-97135,-80515,38447,-62450,20121,-88687,2452,25462,-80833,9618,-3324,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-13,a,72550,47437,2.636363636,-12338,47522,-75514,-49229,57394,41583,-71986,12840,45675,37926,59041,75266,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-05-14,a,1937,58852,2.654545455,-14699,38971,64913,-39337,-794,-46999,7552,-3995,5198,24439,-84834,14402,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
